monthid,cusip,noOfMAActivity
439,957090,1
439,984121,2
439,989701,1
440,101388,1
440,126600,1
440,269796,2
440,294268,1
440,31620M,1
440,316773,2
440,45073V,1
440,52654M,2
440,727493,1
440,78440X,6
440,806037,1
440,829073,2
440,883556,2
440,928377,1
440,978097,1
441,031162,1
441,109641,1
441,22410J,1
441,24906P,1
441,293792,2
441,45378A,2
441,594918,3
441,703395,1
441,81572I,6
441,85208M,2
441,871607,3
441,981475,1
441,G47567,2
442,05990K,1
442,12504L,2
442,16902N,23
442,21871D,1
442,229899,1
442,237194,1
442,314211,1
442,391416,1
442,427825,1
442,457985,1
442,58155Q,2
442,690742,2
442,695263,3
442,76122Q,3
442,7C3075,2
442,827048,2
442,858119,3
442,880345,1
442,92828Q,1
443,00770F,1
443,01988P,1
443,03475V,1
443,077454,3
443,156782,1
443,20825C,7
443,30303M,4
443,337738,3
443,48238T,1
443,512807,3
443,573284,1
443,59156R,1
443,62944T,1
443,63025W,2
443,690732,1
443,703395,1
443,74164M,2
443,743815,2
443,761624,2
443,78573M,1
443,811054,1
443,852857,1
443,872540,1
443,88162G,2
443,907818,1
443,95058W,2
444,316773,2
444,37253A,2
444,461730,1
444,57636Q,1
444,63938C,3
444,744320,1
444,824889,1
444,871607,1
444,87161C,1
444,880770,1
444,94106L,1
444,98978V,1
445,00724F,1
445,02376R,1
445,12008R,1
445,154760,2
445,203607,1
445,46120E,2
445,700658,1
445,759351,1
445,82686Q,1
445,83088M,2
445,883203,1
445,92839U,2
445,980745,1
446,00507V,1
446,110122,1
446,127387,3
446,192446,2
446,221006,2
446,278715,1
446,278865,1
446,29358P,1
446,302445,1
446,315405,1
446,344849,7
446,346375,1
446,3F7069,1
446,43300A,4
446,437076,6
446,44107P,2
446,444859,3
446,45688C,1
446,465741,1
446,501797,1
446,554382,1
446,629209,1
446,62944T,1
446,703395,1
446,707569,2
446,717081,1
446,743713,2
446,778296,2
446,78573M,1
446,81572I,3
446,830879,1
446,853666,1
446,86444L,1
446,871607,1
446,87265H,3
446,880779,1
446,887389,1
446,89531P,1
446,89599T,1
446,896945,2
446,95058W,1
447,013104,2
447,134429,1
447,147528,1
447,168905,1
447,34964C,2
447,39304D,1
447,477143,1
447,4C5046,1
447,68389X,2
447,81572I,4
447,893641,1
447,90384S,1
447,918204,2
447,92839U,1
448,126408,3
448,171484,2
448,23355L,2
448,316773,2
448,359694,1
448,458665,1
448,477143,1
448,512807,1
448,646025,2
448,70450Y,1
448,902788,1
448,91307C,1
448,92047W,1
448,92826C,3
448,92827P,1
448,931427,1
448,V7780T,1
449,00163U,1
449,109696,1
449,156782,4
449,192422,1
449,247361,1
449,27875T,3
449,282914,1
449,285512,1
449,31942D,3
449,4F8252,2
449,537008,2
449,574599,1
449,58506Q,1
449,74251V,1
449,743315,1
449,750917,1
449,81572I,3
449,81762P,1
449,844741,1
449,852857,1
449,871607,1
449,87165B,1
449,875465,1
449,880779,1
449,91307C,1
449,91529Y,2
449,941848,1
449,J75963,2
450,0C3038,1
450,125581,2
450,14040H,1
450,171484,1
450,172967,2
450,174610,1
450,200340,1
450,254709,2
450,397624,1
450,405217,1
450,46625H,1
450,493267,2
450,501044,2
450,55261F,2
450,58470H,1
450,59408Q,1
450,617446,1
450,63645F,1
450,665859,1
450,703395,1
450,74734P,2
450,7591EP,1
450,81572I,3
450,857477,1
450,87162W,1
450,902973,1
450,931427,2
450,G5960L,2
450,L9340P,2
451,150870,2
451,1A5814,7
451,23331A,2
451,448811,12
451,47081L,1
451,49427F,1
451,49456B,1
451,525558,1
451,57772K,2
451,665859,2
451,81572I,2
451,92343V,2
451,957090,1
452,115236,1
452,218681,1
452,29275Y,1
452,294268,1
452,31620M,1
452,316773,1
452,339041,1
452,485170,2
452,53223X,1
452,58506Q,1
452,624580,2
452,81572I,2
452,833034,1
452,84860W,2
452,928298,1
452,985817,1
452,G3323L,2
452,G8232Y,1
453,22410J,1
453,29357K,1
453,395259,2
453,477143,2
453,501797,1
453,552953,1
453,603158,1
453,69370C,1
453,81572I,2
453,871607,1
453,880779,1
453,96208T,1
454,126408,2
454,1A0303,2
454,229899,1
454,243537,1
454,25754A,2
454,265504,1
454,291011,4
454,29355X,1
454,29977A,1
454,427866,2
454,443510,1
454,45781M,1
454,57060D,1
454,637417,1
454,64115T,1
454,670704,2
454,70509V,1
454,89785X,1
454,90449I,1
454,911163,1
454,92349Y,1
454,930059,1
454,931142,1
454,974637,1
454,981475,2
455,05508R,1
455,057224,1
455,0H1764,1
455,171340,1
455,171484,1
455,171604,1
455,177376,2
455,28863Z,1
455,29275Y,1
455,29786A,1
455,30225T,1
455,303250,2
455,32054K,1
455,384637,2
455,40425J,1
455,418056,2
455,42809H,2
455,45866F,1
455,58506Q,1
455,59156R,1
455,596278,1
455,640079,1
455,641069,2
455,654902,2
455,783332,1
455,78463M,2
455,7A1762,1
455,847215,1
455,853666,2
455,893641,1
455,89469A,2
455,896239,1
455,91336L,1
455,913456,1
455,Y09827,10
456,03027X,1
456,0H3001,1
456,11120U,1
456,12653C,1
456,171779,1
456,192446,1
456,231561,1
456,316773,3
456,415864,1
456,419879,1
456,437076,2
456,438516,2
456,444859,3
456,477143,1
456,487836,1
456,57636Q,1
456,62944T,1
456,744320,1
456,824889,1
456,871607,1
456,872590,2
456,896522,1
456,910047,1
456,922417,1
456,94106L,1
456,98986M,1
457,023135,2
457,037833,2
457,06652K,1
457,09788F,1
457,171484,2
457,203607,1
457,235825,2
457,320517,2
457,402635,3
457,427825,1
457,453836,1
457,46145M,3
457,48203R,2
457,5F4325,1
457,64115T,1
457,703343,2
457,743606,1
457,824889,1
457,844741,1
457,87161C,1
457,87724P,1
457,880770,1
457,896945,1
457,92532F,1
457,J4881V,2
458,00287Y,2
458,02209S,3
458,110122,4
458,127097,2
458,14149Y,2
458,146229,1
458,177376,1
458,192422,1
458,192479,1
458,25754A,1
458,260003,1
458,265504,1
458,292218,1
458,31660B,2
458,316773,1
458,395259,2
458,405024,2
458,42824C,1
458,45765U,1
458,460690,2
458,46266C,1
458,462726,1
458,49446R,1
458,516806,1
458,525327,1
458,562750,2
458,58506Q,1
458,5F8291,2
458,62944T,1
458,639050,1
458,713448,1
458,723787,1
458,74460D,1
458,74733V,1
458,74758T,1
458,75508B,1
458,75605Y,1
458,758849,1
458,830566,1
458,83088M,1
458,87166B,1
458,872540,1
458,880779,1
458,93148P,1
458,95058W,1
458,G4740B,1
459,05508R,3
459,147528,1
459,168905,2
459,192446,1
459,237194,1
459,25179M,3
459,29089Q,1
459,31620R,9
459,33829M,1
459,37883W,1
459,3H3519,1
459,45780R,1
459,46145M,2
459,482480,2
459,49338L,1
459,501797,1
459,552953,1
459,576323,3
459,62914B,1
459,629377,3
459,671044,1
459,698813,1
459,700517,1
459,703395,1
459,750917,1
459,783859,1
459,81572I,1
459,89531P,1
459,90384S,1
459,90449I,1
459,904708,1
459,931142,2
460,00287Y,3
460,02376R,2
460,11135F,1
460,149123,1
460,21979R,1
460,253798,1
460,34964C,3
460,43300A,2
460,501044,1
460,50540R,1
460,74144T,1
460,81572I,1
460,844741,1
460,883203,1
460,90449I,1
460,911363,2
460,941848,1
460,963320,3
460,G66721,1
461,00724F,1
461,189054,1
461,24906P,2
461,265504,1
461,285512,1
461,552953,2
461,59156R,1
461,595112,1
461,680665,2
461,737446,1
461,74251V,1
461,743315,1
461,747525,2
461,81211K,1
461,844741,1
461,87165B,1
461,886547,1
461,91529Y,1
461,V7780T,1
462,91324P,1
508,5M5306,2
