,slr_cum_ret,en_cum_ret,pls_cum_ret
199810,97.00241310537517,73.03872840469315,59.211734118577105
199811,97.1210312429555,72.58857660541082,58.798874607079604
199812,93.8341101325615,70.20747079198071,56.278006853741026
199901,100.70958272187848,74.53005006687536,61.36477366713721
199902,98.71576706330703,74.28586452048012,58.95285962145713
199903,95.61335605884199,72.36001995117674,56.01754147808491
199904,91.74548667720578,70.44453521679628,55.35563799187241
199905,95.2470829776886,73.22687996792628,56.96831484325502
199906,96.81598528663282,75.53437179161158,59.3396712199609
199907,102.05973962691326,79.57349430301586,62.54182638349442
199908,98.15702916175812,75.49900598051049,59.24074513000417
199909,102.19912844297406,77.90877489254439,60.52090493903274
199910,101.62566955174995,78.23864161724767,60.07185579807281
199911,112.62365251082711,87.2983429977584,66.50779615355965
199912,92.88904413580042,72.62261710630419,55.14209504422896
200001,101.80572917682578,78.65719265379741,59.6999874884251
200002,128.2402784686035,100.19830783497301,70.02322211244882
200003,147.48039173252775,122.12707655550933,87.52040408647845
200004,143.44256226183975,118.11680351428706,85.44698629801425
200005,141.5152284657869,121.54895704693405,88.21196657220706
200006,169.53495316992604,144.22184808380462,105.34550110600028
200007,177.3653469397466,150.4736553397395,112.7962986599754
200008,208.3314121182732,174.36457809255646,129.8182727044672
200009,205.24503836608346,175.03845239536568,130.566285965425
200010,175.49525337488487,147.72951874166588,110.03128653418604
200011,184.60469849145318,156.34225975901455,117.27436932819366
200012,158.65935517015257,130.86780028131108,98.00284526060253
200101,202.03233914656548,169.62003408070711,128.5009604059814
200102,231.56908201593473,192.3322011713152,143.45890298115674
200103,207.06223258126556,173.33573794042712,125.73126539213254
200104,226.24505617592052,204.70726808310437,151.77184747174817
200105,222.1790279048008,218.4916915488876,169.4034959736145
200106,242.62838179872605,240.61907201173037,190.32170674368683
200107,250.53247005464735,248.45770311967843,199.05647619373335
200108,266.16288887279205,263.19256706954263,214.92388058039
200109,258.8430968191814,252.72495920426286,200.8607812485374
200110,286.1832148184099,285.4252629122701,230.42008210884723
200111,311.69318623658245,323.154976309103,253.3185079227956
200112,327.0311445146522,340.45196711528274,266.1527694853179
200201,332.2782935978546,342.3793539309594,270.6427957723418
200202,320.0689493542378,320.0495185415273,254.3561020732348
200203,349.6913095090433,352.0395096748983,278.29485953542184
200204,356.4599098360747,350.48814978801255,274.9336440518583
200205,368.71276204328876,370.52542666177305,286.593531340759
200206,342.83821560725033,353.0011866283754,263.4564615736419
200207,321.24958233893983,327.3646781481474,241.23313270926485
200208,333.88356896343373,346.8866656456967,255.52740058573468
200209,356.41088954583097,375.9446235826095,280.2084366442444
200210,412.01908813308495,434.88886063192047,320.43196989196105
200211,414.60846285611245,440.7250791241411,316.1659366112827
200212,479.8315634756842,513.8669435992581,371.286432291054
200301,497.81910376421246,530.0134032432438,385.15603783595884
200302,473.7956022920374,509.6873274780206,374.11998749357406
200303,485.2442785812862,512.6540784012204,369.8719550529049
200304,502.5474837496271,530.934682811226,385.61402808912413
200305,479.60254970365764,528.6059085220485,385.86615902317664
200306,485.5064859775991,539.3768732072954,391.2751558662356
200307,517.0485019896519,571.6484957691907,407.3933799293709
200308,525.1281364192209,563.5549042503741,403.22606373857855
200309,547.9344639862005,593.9586473471154,423.2558036273525
200310,571.5908455642242,628.606430774769,445.70876787282486
200311,612.8204597765113,675.5422432148564,473.92513827864116
200312,626.2790651689091,688.8504053419546,487.3959337309612
200401,683.9618016160789,746.9359933100797,530.6086828307036
200402,662.4728514275213,729.696204801781,525.9879353064384
200403,651.0613985399792,717.0446729221455,519.0629510933868
200404,624.4368740206213,678.7754299407156,499.4552728919722
200405,654.1806650869357,719.0542457665348,519.6504691405174
200406,674.5676668157424,743.2020042009033,542.7706725782028
200407,677.5104359415785,746.6259750643403,543.7137543714452
200408,657.0841045818927,734.6527095347865,539.3128444290222
200409,682.977954088775,769.5961072730685,569.3848034071103
200410,691.1480114015709,772.9577923992051,581.1645008222687
200411,766.2062075601899,856.9004742085342,648.5352769925838
200412,775.2018052373735,888.1506823779886,671.5134183089426
200501,769.4014557287516,884.7613660370013,668.2574783389415
200502,794.495482454426,913.4521122880943,692.7617950757461
200503,784.7263724689043,903.7940433750308,692.9337238731864
200504,733.8024369492703,846.0719477003013,653.4002249981918
200505,812.936601891265,947.8087403876649,727.4578506554577
200506,862.7971003693032,1003.2744873668515,776.5205051474735
200507,875.4919910492811,1031.8271530163981,789.0284147419912
200508,874.9609846483457,1050.1662603392647,794.1465102459965
200509,854.5499322359949,1016.6511742990563,777.7018882184872
200510,833.0728049631192,968.1326108344055,732.1019524082791
200511,851.7734417736599,982.2498772106062,748.849533562246
200512,856.4950094389214,1002.4458035388255,757.4593924667915
200601,908.6987580905073,1062.2430710540846,801.0618035451905
200602,957.5193679044161,1113.5400756394824,843.8506788139156
200603,1001.2294731734015,1161.44981554285,881.324741395608
200604,1001.5775702513993,1169.394577658065,868.2469212056315
200605,988.6269217390034,1155.9492908541429,858.6867604092403
200606,1013.1447133028902,1178.6861629527286,866.343040892217
200607,1028.2131102925644,1207.7393613586535,887.6806503446439
200608,994.2058335334121,1166.2753540211477,858.3310842826761
200609,984.8549810403381,1148.4163107759834,839.9932321331898
200610,1024.1584508085316,1172.035776661456,858.5356775686283
200611,978.8023866614094,1126.8842924405055,827.7338395429462
200612,1031.2142965879311,1186.2219186215873,878.0364945696456
200701,1032.3722972404842,1188.824439706626,886.1041758377412
200702,1058.9232680001485,1202.8511528510876,896.182047017785
200703,1024.063766930384,1182.0380022158845,867.1210048886469
200704,1004.6067377850746,1154.9621952740445,854.6266328358695
200705,976.4855790332239,1128.8395722266753,834.2780326288877
200706,991.1891509871667,1140.6971291676432,843.5573777707617
200707,965.0400871722611,1108.2307766413571,826.9699103160435
200708,974.5001417035913,1119.069782434854,840.7607616063905
200709,956.292200010717,1104.454259798577,812.1994005772349
200710,941.6127113269558,1095.177313582983,802.3110623889863
200711,904.7869578403001,1031.0893832038741,764.718833327693
200712,994.5912022283559,1129.6102094130613,846.0935257830055
200801,1004.5324391593574,1177.040829809597,877.7412358624139
200802,1047.334083691058,1230.9233237575113,923.2122747287942
200803,1067.9772851597402,1236.4906737020212,920.1810264158879
200804,1051.387175453742,1218.9867588833708,896.3645052861615
200805,1083.5007521217128,1255.8200701965566,919.0787665924593
200806,1000.5000213713591,1160.4636562289688,852.2073072200616
200807,1118.5810454531284,1304.0669922991892,961.9241851240679
200808,1165.9162264953582,1371.8995580385476,1024.431970411872
200809,1185.214818570775,1391.2904422112617,1022.4327021490508
200810,1124.3963733553398,1284.2234238187814,974.4599359909926
200811,1102.1995629913004,1261.7691869911455,943.0373380039749
200812,1227.618283429337,1398.137525913547,1055.7617693411023
200901,1351.070502545744,1538.7375662793402,1173.189090267945
200902,1278.7835425620858,1449.001340845582,1091.7206784240796
200903,1339.837906328744,1490.6106741806486,1154.4677437671078
200904,1231.855050888655,1386.7935777531252,1095.5919276744135
200905,1186.293072412964,1292.0507161997914,1044.591762815263
200906,1284.77898164963,1366.3034087177061,1098.830234978508
200907,1409.4487437979647,1508.5707932331381,1228.3367211265966
200908,1270.6338611120548,1377.1719654248077,1113.1911668431565
200909,1256.5811063787992,1385.5611028321307,1116.0120935421453
200910,1164.8205196422907,1292.1671187248091,1039.1025233781895
200911,1088.0999861406385,1210.7152226687065,971.5753551483772
200912,1162.7569857100214,1285.1645114691503,1035.6405498548459
201001,1164.1883224546234,1292.1403147648932,1041.9110886302117
201002,1191.1434033508635,1316.8471023937916,1068.433584786708
201003,1200.3120079927032,1337.8528737305398,1085.1874655560184
201004,1254.708545870757,1402.5378903241701,1133.6807912007243
201005,1270.7181419942156,1414.5036778052033,1150.6335681065405
201006,1181.9956679683942,1347.1832539626648,1091.1532140950756
201007,1240.0017199385047,1415.0794469894774,1149.1346867787984
201008,1253.8071021397193,1425.486867944496,1175.9581110515016
201009,1365.1310703739534,1579.158060121265,1317.2682398029929
201010,1378.7079301049216,1567.2436433481246,1293.953243515657
201011,1395.8066123858118,1599.735424169209,1310.557644942725
201012,1458.775967915363,1676.7560740542458,1376.7257173110822
201101,1405.0422361237609,1605.0723353049673,1308.4942186506821
201102,1419.2605742359801,1622.2595097340848,1341.603206275317
201103,1445.070502777909,1642.1879247019046,1347.4868313208988
201104,1426.6422463388135,1611.3679806123007,1329.5358316594352
201105,1420.2142226931358,1591.8342239866136,1311.6558405881863
201106,1415.4626103293963,1588.2677195060435,1310.6519828407659
201107,1375.5820144404613,1564.8815246670115,1281.358152540995
201108,1342.1952702634514,1519.7283608559458,1256.2112148962326
201109,1308.333266115316,1507.0813239341276,1233.2290093576119
201110,1553.095882252259,1776.5612581125629,1440.783484056241
201111,1549.5908086707666,1765.741348617555,1466.1179926969226
201112,1566.183296120597,1785.01947389318,1475.7783243310528
201201,1666.7719212168959,1882.4213987124142,1561.8385263184562
201202,1675.8883917609821,1897.1064264841673,1587.2147166089019
201203,1671.6467020981413,1880.5746154026672,1575.6710426531283
201204,1663.221685445045,1890.3685103076323,1571.3904228129545
201205,1648.3200466837372,1877.4896731245485,1563.4025019552553
201206,1659.7938163263022,1884.0258170557204,1575.3801880993537
201207,1588.0711958706902,1832.7470266321977,1555.5797913734084
201208,1673.5249903947454,1928.3801715076995,1624.328100481552
201209,1699.768705064751,1952.2061835089467,1643.0868447456903
201210,1675.7397118318008,1912.3836766530217,1617.9627646736444
201211,1744.4456561338789,2000.463535843064,1688.932092110874
201212,1819.9930286677252,2097.462811010307,1754.1494810617314
201301,1827.0173452245315,2110.6969344980553,1780.558465530164
201302,1861.3279112714956,2116.0084206496044,1791.4263173366742
201303,1795.6316141867599,2068.844096266459,1739.6076277266245
201304,1736.9740739948652,1991.3264048474043,1699.85455136619
201305,1782.6508583512561,2023.5126625756318,1693.5975034387302
201306,1791.7726725129166,2029.6856410225264,1694.6362727722733
201307,1915.264979454976,2172.905364700931,1824.264640528756
201308,1931.6744548232305,2177.414961932819,1862.7961896118077
201309,2055.727663528357,2329.0046645975694,1992.8142719241962
201310,2079.919061289681,2349.805781861881,2004.4940729453117
201311,2121.928366126042,2407.6230485098163,2096.4021185806387
201312,2183.460637554149,2449.2471191112595,2115.0351751218795
201401,2274.3669829196447,2556.3466365493077,2204.6146583602963
201402,2286.626605413999,2544.4460566936086,2170.8593384507953
201403,2258.5382005366905,2468.8243987045225,2108.2568069497943
201404,2166.940365154912,2325.7148985681106,2020.637834658988
201405,2220.501743626817,2382.6422864185547,2079.439016149766
201406,2244.3237598638334,2422.597969825777,2125.988145159989
201407,2287.7922191891353,2474.4790160237862,2161.767449181998
201408,2322.2446464311884,2516.685254953643,2207.5904835359324
201409,2310.5042317833077,2498.034651004212,2181.447202207301
201410,2515.5182644113897,2693.661943582329,2348.9099532447162
201411,2480.313993090934,2697.523733498373,2327.4157979722177
201412,2578.943789351186,2828.3844250639863,2422.1368044824258
201501,2458.955817951188,2695.5827972414563,2292.99119068599
201502,2530.6252654887926,2805.1381737941506,2356.487200910969
201503,2512.0315839700474,2782.3771419591517,2351.29719032171
201504,2572.786934263406,2875.156584951302,2376.369123363354
201505,2658.5118665493965,2941.917340902793,2397.5309245569224
201506,2653.102032504508,2926.890752188036,2325.3358210934994
201507,2419.1489562469305,2651.55121053183,2111.8917935932072
201508,2556.5452268413533,2828.6122992327523,2241.644883560282
201509,2696.34508993905,2956.321039506462,2302.78519524108
201510,2772.7019505494372,2978.503980594058,2338.1640427983807
201511,2927.2589349053437,3153.1730633498228,2496.676188383375
201512,2969.927353941743,3186.3068223394444,2523.777986781211
201601,2996.7383189021834,3192.8713429988766,2486.16394626685
201602,3285.0531024247834,3505.7580530032824,2680.8030303126684
201603,3374.1678830348937,3545.1832020774923,2738.483814560134
201604,3628.769238718366,3782.232805141738,2899.1797805210485
201605,3690.53510306705,3863.052461788088,2981.6940199048486
201606,3862.1913346332,4069.829834359687,3139.411033220041
201607,4118.370504010946,4324.658880266538,3362.534904633112
201608,4309.732963116602,4516.1919968910615,3507.651998431093
201609,4302.48268514133,4555.363504518759,3554.780005453588
201610,4415.478944680204,4714.381615686096,3674.662102622154
201611,4906.86819243558,5226.842348541034,4081.5907236183225
201612,4919.108438051113,5220.046535228241,4105.329000035058
201701,4859.717528893166,5143.851292832453,4049.1348834382443
201702,4907.0728588437705,5201.05446199006,4119.825042355736
201703,4985.819589899449,5300.737929991222,4167.359315797058
201704,5085.984790442635,5440.259323287851,4283.915020982463
201705,4624.597822000094,5015.142039674756,3941.8561422039725
201706,4835.166071752442,5261.598679909092,4138.2954997807665
201707,4735.121207801497,5218.587691470079,4116.52758926224
201708,4742.286854659287,5218.572774792093,4059.887230858349
201709,4871.697605804781,5298.244245894535,4150.826286477642
201710,4675.376926191809,5044.432525942556,3947.0592394871314
201711,4697.299347993292,5082.959576475957,4022.017539738214
201712,4645.377839285627,5061.201675208236,3962.5769843805792
201801,4479.751008092274,4794.930977743946,3842.088641657609
201802,4384.07997337999,4792.0342239756255,3874.9449688555587
201803,4700.315494038649,5158.87886855764,4130.806910790866
201804,4780.436050354911,5187.7770219907,4130.138384854447
201805,5060.149031747696,5468.6348572368215,4352.561327722517
201806,5180.516193843917,5506.824160527069,4401.089091547779
201807,5110.8597616753,5432.998473971711,4324.794131743725
201808,5199.356643107733,5544.546065621271,4456.831667854728
201809,5119.3484719050075,5472.626924836502,4401.055699216913
201810,5157.923857961057,5479.263217186535,4368.999751418817
201811,5192.706061765178,5521.284359032095,4400.204822495695
201812,5005.574316119542,5326.64859705562,4261.228688778633
201901,5635.596618670682,5979.55578991408,4757.92667073668
201902,5809.047337137801,6217.720714367636,4895.9078901371795
201903,5742.051740961648,6031.686273934779,4796.362021996625
201904,6044.196909151926,6363.781058506269,4960.251409453754
201905,6036.170216824775,6341.873979283218,4953.826236684712
201906,6389.170031323886,6663.2674098420775,5213.412568595403
201907,6524.228139081613,6867.0873094795,5271.916450806727
201908,6145.178258240181,6449.72798222576,4906.373614825443
201909,6355.5507492079005,6755.283054873962,5112.581655798492
201910,6522.303296519884,6904.768921594265,5205.693346000305
201911,6883.384210979554,7342.988854509096,5503.902575644417
201912,7228.460563348697,7709.897011261247,5814.051780700247
