,ls_ret,value,cumulative_ret,MKTRF,SMB,HML,RF,MOM,DATE,yyyymm,ls_sub_rf
199902,-0.0032763368087924127,512240496.8125,74.28586452048012,-0.0408,-0.060899999999999996,0.0192,0.0034999999999999996,-0.001,1999-02-26,199902,-0.006776336808792412
199903,-0.02592477831058202,863492706.5,72.36001995117674,0.0345,-0.0379,-0.0274,0.0043,-0.0127,1999-03-31,199903,-0.03022477831058202
199904,-0.026471589362093567,1483050979.25,70.44453521679628,0.0433,0.0391,0.0246,0.0037,-0.0904,1999-04-30,199904,-0.03017158936209357
199905,0.039496956613699064,296671558.875,73.22687996792628,-0.0246,0.0334,0.0235,0.0034000000000000002,-0.0519,1999-05-28,199905,0.03609695661369906
199906,0.031511540908147326,548029185.40625,75.53437179161158,0.04769999999999999,0.030899999999999997,-0.0319,0.004,0.0506,1999-06-30,199906,0.027511540908147326
199907,0.05347396709073921,677969810.125,79.57349430301586,-0.0349,0.026000000000000002,-0.0044,0.0038,0.0166,1999-07-30,199907,0.049673967090739214
199908,-0.05120408947971702,638373153.25,75.49900598051049,-0.0138,-0.009399999999999999,-0.0187,0.0039000000000000003,0.031200000000000002,1999-08-31,199908,-0.05510408947971702
199909,0.03191788925877991,1172815960.125,77.90877489254439,-0.0279,0.0341,-0.035,0.0039000000000000003,0.0647,1999-09-30,199909,0.02801788925877991
199910,0.004234012473668714,495057425.8125,78.23864161724767,0.061200000000000004,-0.0664,-0.0337,0.0039000000000000003,0.055,1999-10-29,199910,0.0003340124736687139
199911,0.11579573971685019,444388106.65625,87.2983429977584,0.0337,0.07200000000000001,-0.0611,0.0036,0.0564,1999-11-30,199911,0.11219573971685018
199912,-0.16811001661086553,1258893547.9375,72.62261710630419,0.07719999999999999,0.0702,-0.0832,0.0044,0.1322,1999-12-31,199912,-0.1725100166108655
200001,0.08309498869559978,1060961070.375,78.65719265379741,-0.047400000000000005,0.0579,-0.0191,0.0040999999999999995,0.0192,2000-01-31,200001,0.07899498869559979
200002,0.27386071704830484,523859559.15625,100.19830783497301,0.0245,0.21420000000000003,-0.09699999999999999,0.0043,0.182,2000-02-29,200002,0.2695607170483048
200003,0.21885368320444182,928055974.5,122.12707655550933,0.052000000000000005,-0.1723,0.0817,0.004699999999999999,-0.0683,2000-03-31,200003,0.2141536832044418
200004,-0.032836887235235826,703211555.25,118.11680351428706,-0.064,-0.0668,0.0726,0.0046,-0.0839,2000-04-28,200004,-0.037436887235235826
200005,0.029057284235022955,817530689.6875,121.54895704693405,-0.044199999999999996,-0.060899999999999996,0.0481,0.005,-0.0898,2000-05-31,200005,0.024057284235022954
200006,0.18653299532727233,527904083.1875,144.22184808380462,0.0464,0.1285,-0.0843,0.004,0.166,2000-06-30,200006,0.18253299532727232
200007,0.043348544891076986,1065951682.0,150.4736553397395,-0.025099999999999997,-0.030600000000000002,0.083,0.0048,-0.0005,2000-07-31,200007,0.03854854489107699
200008,0.15877146533641376,457821369.625,174.36457809255646,0.0703,-0.0062,-0.0138,0.005,0.057300000000000004,2000-08-31,200008,0.15377146533641375
